deviceName,pointNum(AllSensorsAligned),fileSize(Bytes),sensorNumPerDevice (count timeseries root.T000100010002 group by level=2)
root.T000100010002.90503,1298380,746683336,111
root.T000100010002.90504,1288030,744595106,111
root.T000100010002.90505,1290000,742855826,111
root.T000100010002.90506,1305340,754277076,111
root.T000100010002.90507,1299480,748645716,111
root.T000100010002.90508,1304580,751629586,111
root.T000100010002.90509,1283600,742930086,111
root.T000100010002.90510,1283070,743087836,111
root.T000100010002.90511,1299220,752474186,111
root.T000100010002.90512,1303640,748976796,111
root.T000100010002.90513,1298460,747411256,111
root.T000100010002.90514,1303560,747152926,111
root.T000100010002.90515,1309120,757183746,111
root.T000100010002.90516,1310680,756657706,111
root.T000100010002.90517,1299960,748473156,111
root.T000100010002.90518,1302850,749854106,111
root.T000100010002.90519,1298340,750953196,111
root.T000100010002.90520,1302270,753777186,111
root.T000100010002.90521,1304650,749700316,111
root.T000100010002.90522,1301240,749466466,111
root.T000100010002.90523,1309330,748913446,111
root.T000100010002.90524,1310270,757750876,111
root.T000100010002.90525,1309630,758547566,111
root.T000100010002.90526,1292950,745706896,111
root.T000100010002.90527,1304230,754360006,111
root.T000100010002.90528,1310700,755894726,111
root.T000100010002.90529,1300330,755025206,111
root.T000100010002.90530,1302850,750145086,111
root.T000100010002.90531,1301910,752446306,111
root.T000100010002.90532,1309780,761347966,111
root.T000100010002.90533,1303730,749273456,111
root.T000100010002.90534,1288680,745306346,111
root.T000100010002.90535,1282420,741582916,111
root.T000100010002.90536,1293230,750265376,111
root.T000100010002.90537,1303570,750944926,111
root.T000100010002.90538,1310690,758690566,111
root.T000100010002.90539,1303950,752217476,111
root.T000100010002.90540,1289420,745205666,111
root.T000100010002.90541,1294150,748212056,111
root.T000100010002.90542,1305210,757812496,111
root.T000100010002.90543,1297810,747418706,111
root.T000100010002.90544,1294800,749894376,111
root.T000100010002.90545,1299700,752086646,111
root.T000100010002.90546,1302200,749609976,111
root.T000100010002.90547,1304510,751651336,111
root.T000100010002.90548,1299310,751970426,111
root.T000100010002.90549,1304660,753758786,111
root.T000100010002.90550,1300350,750526786,111
root.T000100010002.90551,1298410,747637546,111
root.T000100010002.90552,1292410,746589106,111
root.T000100010002.90553,1291660,743004526,111
root.T000100010002.90554,1290960,745149526,111
root.T000100010002.90555,1278210,741130676,111
root.T000100010002.90556,1303190,748298126,111
root.T000100010002.90557,1303160,750747096,111
root.T000100010002.90558,1304470,752173516,111
root.T000100010002.90559,1294410,744631996,111
root.T000100010002.90560,1297760,748561036,111
root.T000100010002.90561,1309760,753770896,111
root.T000100010002.90562,1302830,750769186,111
root.T000100010002.90563,1288170,746709816,111
root.T000100010002.90564,1298680,746076516,111
root.T000100010002.90565,1281890,741374636,111
root.T000100010002.90566,1306340,759397886,111
root.T000100010002.90567,1310210,761024146,111
root.T000100010002.90568,1308610,752568376,111
root.T000100010002.90569,1302930,751205846,111
root.T000100010002.90570,1303600,756078676,111
root.T000100010002.90571,1289730,744711406,111
root.T000100010002.90572,1296620,748593626,111
root.T000100010002.90573,1299710,743048396,111
root.T000100010002.90574,1294960,745791386,111
root.T000100010002.90575,1287670,746896836,111
root.T000100010002.90576,1309850,751633396,111
root.T000100010002.90577,1308900,751718116,111
root.T000100010002.90578,1304900,755775236,111
root.T000100010002.90579,1309950,751087696,111
root.T000100010002.90580,1309010,749759276,111
root.T000100010002.90581,1304990,752418686,111
root.T000100010002.90582,1299250,748581356,111
root.T000100010002.90583,1298400,750840106,111
root.T000100010002.90584,1303700,752019296,111
root.T000100010002.90585,1304440,752472916,111
root.T000100010002.90586,1305310,751683056,111
root.T000100010002.90587,1309060,756194656,111
root.T000100010002.90588,1303960,754268796,111
root.T000100010002.90589,1302710,750729556,111
root.T000100010002.90590,1299190,752320506,111
root.T000100010002.90591,1309040,752692806,111
root.T000100010002.90593,1310000,752689306,111
root.T000100010002.90594,1288080,745533046,111
root.T000100010002.90595,1299130,752962946,111
root.T000100010002.90596,1297520,746728836,111
root.T000100010002.90597,1303090,749692946,111
root.T000100010002.90598,1293200,744932436,111
root.T000100010002.90599,1297410,750490716,111
root.T000100010002.90600,1297730,749386266,111
root.T000100010002.90601,1299200,751620206,111
root.T000100010002.90602,1304490,756010586,111
root.T000100010002.90603,1298950,753493816,111
root.T000100010002.90604,1289320,740278206,111
root.T000100010002.90605,1299190,749324666,111
root.T000100010002.90606,1298720,749768646,111
root.T000100010002.90607,1281060,739077256,111
root.T000100010002.90608,1281850,738472276,111
root.T000100010002.90609,1284160,740218216,111
root.T000100010002.90610,1283950,740424826,111
root.T000100010002.90611,1298270,749388126,111
root.T000100010002.90612,1299580,748518886,111
root.T000100010002.90613,1283580,734650906,111
root.T000100010002.90614,1309670,753979726,111
root.T000100010002.90615,1304480,755704796,111
root.T000100010002.90616,1304880,755905076,111
root.T000100010002.90617,1304850,755700416,111
root.T000100010002.90618,1289130,743987346,111
root.T000100010002.90619,1304320,750253646,111
root.T000100010002.90620,1298930,749256896,111
root.T000100010002.90621,1289610,745842046,111
root.T000100010002.90622,1298700,751280246,111
root.T000100010002.90623,1293500,752628456,111
root.T000100010002.90624,1303900,751188786,111
root.T000100010002.90625,1298790,748656826,111
root.T000100010002.90626,1299210,750199216,111
root.T000100010002.90627,1298450,749745066,111
root.T000100010002.90628,1308620,757554386,111
root.T000100010002.90629,1303030,748973956,111
root.T000100010002.90630,1297420,750101716,111
root.T000100010002.90631,1310350,754507296,111
root.T000100010002.90632,1296560,748999236,111
root.T000100010002.90633,1300670,747296466,111
root.T000100010002.90634,1304740,755192046,111
root.T000100010002.90635,1309980,753340206,111
root.T000100010002.90636,1304650,749470136,111
root.T000100010002.90637,1303530,746702356,111
root.T000100010002.90638,1303290,748001426,111
root.T000100010002.90639,1304230,751446146,111
root.T000100010002.90640,1310110,753999776,111
root.T000100010002.90641,1310190,755042676,111
root.T000100010002.90642,1304360,750287706,111
root.T000100010002.90643,1309370,754400316,111
root.T000100010002.90644,1303910,755406076,111
root.T000100010002.90645,1303050,750513606,111
root.T000100010002.90646,1304010,749842126,111
root.T000100010002.90647,1299980,753352196,111
root.T000100010002.90648,1302990,754349656,111
root.T000100010002.90649,1303020,751433316,111
root.T000100010002.90650,1297310,747273616,111
root.T000100010002.90651,1304080,753701436,111
root.T000100010002.90652,1282320,738175526,111
root.T000100010002.90653,1288100,744868586,111
root.T000100010002.90654,1283640,739003456,111
root.T000100010002.90655,1290020,742642606,111
root.T000100010002.90656,1292960,748072156,111
root.T000100010002.90657,1292240,744817406,111
root.T000100010002.90658,1297750,749130416,111
root.T000100010002.90659,1302420,752949296,111
root.T000100010002.90660,1304390,751769576,111
root.T000100010002.90661,1303910,749701666,111
root.T000100010002.90662,1298710,750782936,111
root.T000100010002.90663,1303600,756604366,111
root.T000100010002.90664,1287220,746290666,111
root.T000100010002.90665,1281800,740655226,111
root.T000100010002.90666,1293120,743668156,111
root.T000100010002.90667,1283230,740806876,111
root.T000100010002.90668,1297230,745917726,111
root.T000100010002.90669,1288440,742846206,111
root.T000100010002.90670,1287920,742383206,111
root.T000100010002.90671,1304630,749388736,111
root.T000100010002.90672,1284160,740867076,111
root.T000100010002.90673,1282970,741688006,111
root.T000100010002.90674,1298780,748665046,111
root.T000100010002.90675,1303730,755729966,111
root.T000100010002.90676,1298710,747499066,111
root.T000100010002.90677,1288770,746028556,111
root.T000100010002.90678,1304090,755653646,111
root.T000100010002.90679,1297570,750170586,111
root.T000100010002.90680,1283700,740978966,111
root.T000100010002.90681,1293260,744222386,111
root.T000100010002.90682,1297630,750617706,111
root.T000100010002.90683,1283900,741858926,111
root.T000100010002.90684,1298700,749412036,111
root.T000100010002.90685,1304170,751580666,111
root.T000100010002.90686,1305620,753361356,111
root.T000100010002.90687,1303010,754366226,111
root.T000100010002.90688,1301900,751612756,111
root.T000100010002.90689,1298970,748427876,111
root.T000100010002.90690,1303060,747412516,111
root.T000100010002.90691,1309410,759030476,111
root.T000100010002.90692,1303380,748111006,111
root.T000100010002.90693,1309060,749873326,111
root.T000100010002.90694,1288560,743046956,111
root.T000100010002.90695,1293620,748158916,111
root.T000100010002.90696,1289630,745682596,111
root.T000100010002.90697,1304020,754459876,111
root.T000100010002.90698,1303810,751259176,111
root.T000100010002.90699,1289330,745360956,111
root.T000100010002.90700,1297610,752260436,111
root.T000100010002.90701,1298820,749898546,111
root.T000100010002.90702,1294580,744438526,111
root.T000100010002.90703,1298830,752508426,111
root.T000100010002.90704,1304600,750736226,111
root.T000100010002.90705,1299190,747205686,111
root.T000100010002.90706,1297670,749155786,111
root.T000100010002.90707,1304150,755565886,111
root.T000100010002.90708,1294820,746018956,111
root.T000100010002.90709,1303430,747792926,111
root.T000100010002.90710,1304480,757399726,111
root.T000100010002.90711,1304640,753100496,111
root.T000100010002.90712,1297550,750491646,111
root.T000100010002.90713,1298250,752307536,111
root.T000100010002.90714,1298580,749182256,111
root.T000100010002.90715,1302980,752653106,111
root.T000100010002.90716,1309780,753946746,111
root.T000100010002.90717,1303370,754561246,111
root.T000100010002.90718,1304710,752349816,111
root.T000100010002.90719,1293290,744377346,111
root.T000100010002.90720,1298520,752609556,111
root.T000100010002.90721,1297740,750008776,111
root.T000100010002.90722,1283100,738751376,111
root.T000100010002.90723,1304150,751901756,111
root.T000100010002.90724,1304100,751451696,111
root.T000100010002.90725,1308830,753589606,111
root.T000100010002.90726,1299330,750982926,111
root.T000100010002.90727,1294030,747539696,111
root.T000100010002.90728,1291740,744886966,111
root.T000100010002.90729,1286190,739097476,111
root.T000100010002.90730,1304410,755989956,111
root.T000100010002.90731,1284270,740626406,111
root.T000100010002.90732,1293980,746521016,111
root.T000100010002.90733,1308420,762489546,111
root.T000100010002.90734,1299570,749603566,111
root.T000100010002.90735,1303880,751715956,111
root.T000100010002.90736,1308840,752958476,111
root.T000100010002.90737,1304240,754614016,111
root.T000100010002.90738,1304740,754969756,111
root.T000100010002.90739,1298820,744818496,111
root.T000100010002.90740,1303310,749889976,111
root.T000100010002.90741,1304060,752617556,111
root.T000100010002.90742,1276070,736220116,111
root.T000100010002.90743,1296530,748596896,111
root.T000100010002.90744,1299300,746975906,111
root.T000100010002.90745,1297560,748682656,111
root.T000100010002.90746,1297960,750987236,111
root.T000100010002.90747,1287240,743394276,111
root.T000100010002.90748,1307480,755051256,111
root.T000100010002.90749,1294680,745549086,111
root.T000100010002.90750,1287530,745643156,111
root.T000100010002.90751,1297830,751405416,111
root.T000100010002.90752,1287940,745627316,111
root.T000100010002.90753,1297320,748512266,111
root.T000100010002.90754,1298550,751153986,111
root.T000100010002.90755,1309480,755474136,111
root.T000100010002.90756,1300570,754074786,111
root.T000100010002.90757,1304620,750211536,111
root.T000100010002.90758,1281210,738403446,111
root.T000100010002.90759,1280460,740487686,111
root.T000100010002.90760,1286120,744953436,111
root.T000100010002.90761,1303100,753345906,111
root.T000100010002.90762,1303360,751627316,111
root.T000100010002.90763,1292930,741141976,111
root.T000100010002.90764,1302260,750509866,111
root.T000100010002.90765,1304630,754626256,111
root.T000100010002.90766,1298870,751255516,111
root.T000100010002.90767,1309420,757861586,111
root.T000100010002.90768,1302940,753386786,111
root.T000100010002.90769,1297780,744310336,111
root.T000100010002.90770,1304510,751919696,111
root.T000100010002.90771,1288920,741425866,111
root.T000100010002.90772,1286820,743730766,111
root.T000100010002.90773,1286620,739380406,111
root.T000100010002.90774,1298730,750932516,111
root.T000100010002.90775,1296670,748310536,111
root.T000100010002.90776,1289590,740090676,111
root.T000100010002.90777,1277710,741573996,111
root.T000100010002.90778,1272080,734643666,111
root.T000100010002.90779,1304630,753206886,111
root.T000100010002.90780,1307910,755305216,111
root.T000100010002.90781,1304110,754317776,111
root.T000100010002.90782,1303040,740263106,111
root.T000100010002.90783,1297900,750448186,111
root.T000100010002.90784,1283330,740676576,111
root.T000100010002.90785,1307350,751038866,111
root.T000100010002.90786,1304840,756599946,111
root.T000100010002.90787,1282610,742139586,111
root.T000100010002.90788,1285660,740814046,111
root.T000100010002.90789,1281200,737291836,111
root.T000100010002.90790,1303740,747682016,111
root.T000100010002.90791,1292610,742101346,111
root.T000100010002.90792,1297650,752529446,111
root.T000100010002.90793,1302320,748666876,111
root.T000100010002.90794,1309510,753663716,111
root.T000100010002.90795,1308770,756596836,111
root.T000100010002.90796,1303530,755003306,111
root.T000100010002.90797,1304160,757234576,111
root.T000100010002.90798,1303540,748677316,111
root.T000100010002.90799,1300150,750475996,111
root.T000100010002.90800,1302100,751628606,111
root.T000100010002.90801,1302230,752606186,111
root.T000100010002.90802,1302220,747741836,111
root.T000100010002.90803,1292530,749030676,111
root.T000100010002.90804,1298630,748522216,111
root.T000100010002.90805,1283120,738642226,111
root.T000100010002.90806,1288040,743072316,111
root.T000100010002.90807,1297640,749073776,111
root.T000100010002.90808,1292470,745298346,111
root.T000100010002.90809,1292850,744607226,111
root.T000100010002.90810,1298700,746111886,111
root.T000100010002.90811,1309460,753166996,111
root.T000100010002.90812,1297070,751961226,111
root.T000100010002.90813,1309840,758744496,111
root.T000100010002.90814,1304240,751033696,111
root.T000100010002.90815,1293790,747428796,111
root.T000100010002.90816,1309090,749518626,111
root.T000100010002.90817,1310050,752732556,111
root.T000100010002.90818,1295960,744504806,111
root.T000100010002.90819,1301910,750831256,111
root.T000100010002.90820,1296620,746976286,111
root.T000100010002.90821,1296490,747963626,111
root.T000100010002.90822,1300940,749761586,111
root.T000100010002.90823,1302820,751380806,111
root.T000100010002.90824,1304060,750447096,111
root.T000100010002.90825,1289770,743180776,111
root.T000100010002.90826,1302480,750625556,111
root.T000100010002.90827,1304620,754357496,111
root.T000100010002.90828,1299580,747886736,111
root.T000100010002.90829,1282640,742209446,111
root.T000100010002.90830,1286810,745209236,111
root.T000100010002.90831,1304370,748713106,111
root.T000100010002.90832,1303860,746389766,111
root.T000100010002.90833,1286640,744891656,111
root.T000100010002.90834,1297730,752065436,111
root.T000100010002.90835,1286840,747032756,111
root.T000100010002.90836,1298990,749935136,111
root.T000100010002.90837,1282540,741724876,111
root.T000100010002.90838,1297830,748549036,111
root.T000100010002.90839,1308920,757006356,111
root.T000100010002.90840,1307910,758071686,111
root.T000100010002.90841,1304380,751310166,111
root.T000100010002.90842,1302610,745993756,111
root.T000100010002.90843,1305520,753889726,111
root.T000100010002.90844,1293200,749258036,111
root.T000100010002.90845,1300180,745620356,111
root.T000100010002.90846,1292190,747083046,111
root.T000100010002.90847,1298330,751286596,111
root.T000100010002.90848,1303460,752919376,111
root.T000100010002.90849,1308600,755728396,111
root.T000100010002.90850,1304390,754626666,111
root.T000100010002.90851,1281340,738938816,111
root.T000100010002.90852,1298360,753057286,111
root.T000100010002.90853,1298390,750717646,111
root.T000100010002.90854,1288280,747344856,111
root.T000100010002.90855,1297750,745586056,111
root.T000100010002.90856,1303540,751842006,111
root.T000100010002.90857,1288910,742058306,111
root.T000100010002.90858,1298870,747925276,111
root.T000100010002.90859,1289440,739574406,111
root.T000100010002.90860,1293000,747165516,111
root.T000100010002.90861,1289120,742576016,111
root.T000100010002.90862,1303650,748941026,111
root.T000100010002.90863,1303630,754301226,111
root.T000100010002.90864,1309760,756865856,111
root.T000100010002.90865,1283070,744498786,111
root.T000100010002.90866,1303790,754840286,111
root.T000100010002.90867,1297760,749972436,111
root.T000100010002.90868,1282580,739706676,111
root.T000100010002.90869,1278130,735962516,111
root.T000100010002.90870,1299390,753178876,111
root.T000100010002.90871,1281780,740737666,111
root.T000100010002.90872,1298530,751717526,111
root.T000100010002.90873,1294360,746496226,111
root.T000100010002.90874,1301940,750511996,111
root.T000100010002.90875,1298940,745987886,111
root.T000100010002.90876,1304390,755818856,111
root.T000100010002.90877,1298950,750059126,111
root.T000100010002.90878,1299150,747561406,111
root.T000100010002.90879,1301810,752270156,111
root.T000100010002.90880,1303310,754856226,111
root.T000100010002.90881,1298000,750562076,111
root.T000100010002.90882,1303090,748229356,111
root.T000100010002.90883,1302670,755985756,111
root.T000100010002.90884,1288470,740260026,111
root.T000100010002.90885,1304190,757290656,111
root.T000100010002.90886,1293440,746355676,111
root.T000100010002.90887,1303600,755587216,111
root.T000100010002.90888,1298820,752617696,111
root.T000100010002.90889,1299350,754083676,111
root.T000100010002.90890,1298360,747448326,111
root.T000100010002.90891,1303930,750149976,111
root.T000100010002.90892,1288880,740175736,111
root.T000100010002.90893,1296360,751106356,111
root.T000100010002.90894,1296970,748248046,111
root.T000100010002.90895,1298480,748001626,111
root.T000100010002.90896,1304350,751718266,111
root.T000100010002.90897,1296900,750141336,111
root.T000100010002.90898,1297040,746776406,111
root.T000100010002.90899,1300540,751568286,111
root.T000100010002.90900,1300290,752661366,111
root.T000100010002.90901,1304120,754284706,111
root.T000100010002.90902,1303060,757177886,111
root.T000100010002.90903,1304350,755162256,111
root.T000100010002.90904,1303940,755973466,111
root.T000100010002.90905,1303590,754502946,111
root.T000100010002.90906,1304120,753750606,111
root.T000100010002.90907,1303110,757923866,111
root.T000100010002.90908,1297340,749571886,111
root.T000100010002.90909,1291730,748988956,111
root.T000100010002.90910,1306430,757632536,111
root.T000100010002.90911,1299110,746021946,111
root.T000100010002.90912,1288550,743779516,111
root.T000100010002.90913,1283190,741587676,111
root.T000100010002.90914,1298290,751527866,111
root.T000100010002.90915,1289040,746161696,111
root.T000100010002.90916,1298370,746265726,111
root.T000100010002.90917,1287130,740468006,111
root.T000100010002.90918,1302490,750911986,111
root.T000100010002.90919,1303860,751123846,111
root.T000100010002.90920,1309590,754102706,111
root.T000100010002.90921,1301090,749842956,111
root.T000100010002.90922,1298140,748600736,111
root.T000100010002.90923,1304000,750685556,111
root.T000100010002.90924,1297620,751130366,111
root.T000100010002.90925,1299040,750369296,111
root.T000100010002.90926,1282190,746082016,111
root.T000100010002.90927,1303520,747035796,111
root.T000100010002.90928,1303020,750665436,111
root.T000100010002.90929,1296540,742885586,111
root.T000100010002.90930,1303720,744045726,111
root.T000100010002.90931,1299830,749225786,111
root.T000100010002.90932,1283380,740763676,111
root.T000100010002.90933,1292800,749612706,111
root.T000100010002.90934,1297580,745323726,111
root.T000100010002.90935,1301280,748015536,111
root.T000100010002.90936,1295670,745603586,111
root.T000100010002.90937,1304100,752422426,111
root.T000100010002.90938,1292790,747649166,111
root.T000100010002.90939,1304200,750980996,111
root.T000100010002.90940,1298910,746583396,111
root.T000100010002.90941,1303970,755905006,111
root.T000100010002.90942,1292740,744501986,111
root.T000100010002.90943,1292650,744552406,111
root.T000100010002.90944,1284170,740865646,111
root.T000100010002.90945,1302490,748293586,111
root.T000100010002.90946,1302960,754841026,111
root.T000100010002.90947,1292850,743852126,111
root.T000100010002.90948,1298900,750243616,111
root.T000100010002.90949,1299370,750128546,111
root.T000100010002.90950,1282950,739910116,111
root.T000100010002.90951,1302410,752204186,111
root.T000100010002.90952,1298980,753909126,111
root.T000100010002.90953,1297480,745974816,111
root.T000100010002.90954,1272850,732409526,111
root.T000100010002.90955,1293270,746794316,111
root.T000100010002.90956,1289380,738683376,111
root.T000100010002.90957,1297120,746733506,111
root.T000100010002.90958,1276050,737037346,111
root.T000100010002.90959,1298760,750164766,111
root.T000100010002.90960,1281660,741055256,111
root.T000100010002.90961,1278230,739828636,111
root.T000100010002.90962,1278640,738160636,111
root.T000100010002.90963,1294870,746681856,111
root.T000100010002.90964,1292630,745292486,111
root.T000100010002.90965,1287740,742558776,111
root.T000100010002.90966,1270210,735082016,111
root.T000100010002.90967,1281930,740288516,111
root.T000100010002.90968,1292940,746338916,111
root.T000100010002.90969,1286390,743912286,111
root.T000100010002.90970,1293590,748106056,111
root.T000100010002.90971,1298790,748713086,111
root.T000100010002.90972,1298580,749461366,111
root.T000100010002.90973,1298130,747129306,111
root.T000100010002.90974,1301850,751714736,111
root.T000100010002.90975,1292370,740212206,111
root.T000100010002.90976,1287390,738167506,111
root.T000100010002.90977,1296660,753248316,111
root.T000100010002.90978,1297420,745472936,111
root.T000100010002.90979,1297840,744266966,111
root.T000100010002.90980,1298750,747701796,111
root.T000100010002.90981,1292810,747165356,111
root.T000100010002.90982,1282860,741425346,111
root.T000100010002.90983,1303300,749131656,111
root.T000100010002.90984,1278300,740185876,111
root.T000100010002.90985,1306980,754932546,111
root.T000100010002.90986,1303130,746611596,111
root.T000100010002.90987,1293310,742214046,111
root.T000100010002.90988,1301830,747598046,111
root.T000100010002.90989,1303580,751966076,111
root.T000100010002.90990,1301280,746462276,111
root.T000100010002.90991,1296390,746894966,111
root.T000100010002.90992,1308870,754297396,111
root.T000100010002.90993,1303030,751867726,111
root.T000100010002.90994,1306800,755628776,111
root.T000100010002.90995,1302570,749219566,111
root.T000100010002.90996,1301500,751206976,111
root.T000100010002.90997,1295110,749803416,111
root.T000100010002.90998,1301940,751224756,111
root.T000100010002.90999,1302600,748804666,111
root.T000100010002.91000,1296730,748337826,111
,,,
AVERAGE,1304421.719,756700836.4,111.5849246
MAX,1358060,840053606,117
MIN,1270210,732409526,111
SUM,1297899610,7.53E+11,111027
,,from B to GB:,
,,721.6461529,
,,801.1375484,
,,698.480154,
,,701.2089083,
